h3_cell,lat,lon,location_name,police_station,violation_count,violations_per_device,unique_vehicles,unique_days,CIS,rank,hotspot_status,hotspot_confidence,cis_violation_density,cis_vehicle_severity,cis_queueing_delay,cis_road_capacity_impact,cis_temporal_persistence,cis_peak_hour_ratio,bpr_delay_min_per_km,expected_n,mean_dwell,chronic_offender_count,peak_ratio,peak_description,road_type,lanes,dominant_vehicle,dominant_violation,gi_z_score,gi_p_value,lisa_label
89601690143ffff,13.202716925,77.67824025,Devanahalli Airport / Cell-43ffff,Devanahalli Airport,12,12.0,12,5,14.748071277872853,968,NOT_HOTSPOT,0.0,0.07006369426751592,0.20833333333333331,0.24839537463067635,0.07301587301587302,0.02666666666666667,0.25,0.072568655489392,0.0054686592762642,99.04607820366608,0.0,0.25,Distributed throughout the day,collector,2.0,CAR,NO PARKING,-0.4454712621240222,0.001,HL
8960169014fffff,13.2046159,77.6772331,Devanahalli Airport / Cell-4fffff,Devanahalli Airport,1,1.0,1,1,8.882944776680523,1831,NOT_HOTSPOT,0.0,0.0,0.2,0.24176628645307366,0.0031746031746031746,0.0,0.0,0.072073784129623,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,NO PARKING,-0.3388710706533523,0.054,LL
89601690153ffff,13.199676966666669,77.67960893333334,Devanahalli Airport / Cell-53ffff,Devanahalli Airport,3,1.5,3,2,18.74035142041924,534,NOT_HOTSPOT,0.0,0.0031847133757961785,0.2,0.7249414412059786,0.006349206349206349,0.006666666666666667,0.0,0.1081435330050464,0.000683582409533,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,CAR,NO PARKING,-0.2525524236907682,0.197,LL
89601690157ffff,13.19946208,77.67934864,Devanahalli Airport / Cell-57ffff,Devanahalli Airport,5,1.6666666666666667,5,4,12.402943891167627,1305,NOT_HOTSPOT,0.0,0.004246284501061572,0.25999999999999995,0.2419292860220015,0.003880070546737214,0.02,0.2,0.0720859522915415,0.0007595360105922,99.04607820366608,0.0,0.2,Distributed throughout the day,collector,3.0,CAR,NO PARKING,-0.2541671182196788,0.196,LL
8960169018bffff,13.190613822916667,77.680586325,Devanahalli Airport / Cell-8bffff,Devanahalli Airport,48,12.0,35,14,17.666899114567265,665,CONFIRMED_HIGH,1.0,0.07006369426751592,0.2,0.24588438551301586,0.047619047619047616,0.08666666666666667,0.5416666666666666,0.0723812063914572,0.0054686592762642,99.04607820366608,0.0,0.5416666666666666,Moderate peak-hour concentration (40-60%),collector,3.0,CAR,WRONG PARKING,0.8555536036880889,0.037,HH
89601690193ffff,13.185352477922684,77.67996324876572,Chikkajala / Cell-93ffff,Chikkajala,2147,65.06060606060606,1975,140,35.760185174466855,27,CONFIRMED_HIGH,1.0,0.4080293379656437,0.2655798789007918,0.2571017939283322,0.2722142055475389,0.9266666666666666,0.175593851886353,0.0732186027281551,0.0157868164898656,52.73684210526316,11.0,0.175593851886353,Distributed throughout the day,collector,3.0,CAR,NO PARKING,0.8276726427885052,0.041,HH
89601690197ffff,13.1832662,77.6784979,Chikkajala / Cell-97ffff,Chikkajala,1,1.0,1,1,18.88294477668052,505,CONFIRMED,0.7,0.0,0.2,0.24176628645307366,0.0031746031746031746,0.0,1.0,0.072073784129623,0.0004557216063553,99.04607820366608,0.0,1.0,Heavy peak-hour concentration (>60%),collector,2.0,CAR,NO PARKING,1.3539832513363708,0.012,LH
8960169019bffff,13.18847696148148,77.68048121185184,Devanahalli Airport / Cell-9bffff,Devanahalli Airport,540,28.42105263157895,517,87,22.149709223154886,296,CONFIRMED_HIGH,1.0,0.17465638618840096,0.21944444444444447,0.24613518170823592,0.11712614870509609,0.5733333333333334,0.0981481481481481,0.0723999287030072,0.0054922688082963,42.0,1.0,0.0981481481481481,Distributed throughout the day,collector,3.0,CAR,WRONG PARKING,1.196187359439808,0.022,HH
896016901bbffff,13.1897037,77.6741922,Chikkajala / Cell-bbffff,Chikkajala,1,1.0,1,1,18.537645151982034,549,NOT_HOTSPOT,0.0,0.0,0.2,0.7245013052181493,0.0031746031746031746,0.0,0.0,0.1081106761944346,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,CAR,NO PARKING,0.5985080389532653,0.063,LH
896016901c3ffff,13.194602945454545,77.68213011818182,Devanahalli Airport / Cell-c3ffff,Devanahalli Airport,11,3.6666666666666665,11,9,10.904523077005084,1520,NOT_HOTSPOT,0.0,0.016985138004246284,0.2,0.24261425996447494,0.012345679012345677,0.05333333333333334,0.0909090909090909,0.0721370866221216,0.0016709792233029,99.04607820366608,0.0,0.0909090909090909,Distributed throughout the day,collector,3.0,CAR,WRONG PARKING,-0.2735443214861642,0.166,LL
896016901c7ffff,13.19437865,77.68070555,Devanahalli Airport / Cell-c7ffff,Devanahalli Airport,4,1.0,4,4,11.547287663203228,1433,NOT_HOTSPOT,0.0,0.0,0.2,0.24157073236651055,0.001058201058201058,0.02,0.25,0.0720591857242114,0.0004557216063553,99.04607820366608,0.0,0.25,Distributed throughout the day,collector,3.0,CAR,NO PARKING,0.0189344298512322,0.358,LH
896016901cfffff,13.197696,77.68008983076923,Devanahalli Airport / Cell-cfffff,Devanahalli Airport,13,1.625,13,11,12.890284404086719,1239,NOT_HOTSPOT,0.0,0.003980891719745223,0.24615384615384617,0.24188853290508172,0.0037037037037037034,0.06666666666666667,0.2307692307692307,0.0720829100103341,0.0007405476103274,99.04607820366608,0.0,0.2307692307692307,Distributed throughout the day,collector,3.0,CAR,NO PARKING,-0.1468002567662618,0.404,LL
896016901d7ffff,13.1915796686747,77.68084477831324,Devanahalli Airport / Cell-d7ffff,Devanahalli Airport,83,10.375,83,27,14.550648211973646,986,EMERGING,0.3,0.059713375796178345,0.20602409638554214,0.24530702284810466,0.040740740740740744,0.17333333333333334,0.1686746987951807,0.0723381054038991,0.0047281116659367,99.04607820366608,0.0,0.1686746987951807,Distributed throughout the day,collector,3.0,CAR,WRONG PARKING,0.5396325707193134,0.072,HH
89601690267ffff,13.2302231,77.6933171,Devanahalli Airport / Cell-67ffff,Devanahalli Airport,2,2.0,2,1,30.862634402386114,50,NOT_HOTSPOT,0.0,0.006369426751592357,0.8,0.7280270795369577,0.009523809523809525,0.0,0.0,0.1083738805273144,0.0009114432127107,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,PRIVATE BUS,PARKING IN A MAIN ROAD | NO PARKING,-0.3909439889016097,0.017,LL
8960169044fffff,13.1969381,77.7139094,Devanahalli Airport / Cell-4fffff,Devanahalli Airport,1,1.0,1,1,4.003575852964562,2372,NOT_HOTSPOT,0.0,0.0,0.2,0.0001787926482280577,0.0,0.0,0.0,0.0540389159306569,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,4.0,CAR,WRONG PARKING,-0.4217683292898339,0.004,LL
89601690463ffff,13.195628725,77.708266125,Devanahalli Airport / Cell-63ffff,Devanahalli Airport,4,2.0,3,3,16.782491063309372,735,NOT_HOTSPOT,0.0,0.006369426751592357,0.2,0.24235324591645413,0.009523809523809525,0.013333333333333334,0.75,0.0721176015325584,0.0009114432127107,99.04607820366608,0.0,0.75,Heavy peak-hour concentration (>60%),collector,2.0,CAR,NO PARKING,-0.4314539019797768,0.004,LL
89601690467ffff,13.1953563,77.7047289,Devanahalli Airport / Cell-67ffff,Devanahalli Airport,6,1.5,6,5,14.229229277742094,1045,NOT_HOTSPOT,0.0,0.0031847133757961785,0.2,0.24176628645307366,0.0031746031746031746,0.02666666666666667,0.5,0.072073784129623,0.000683582409533,99.04607820366608,0.0,0.5,Moderate peak-hour concentration (40-60%),collector,3.0,CAR,NO PARKING,-0.4168870743956037,0.004,LL
8960169046bffff,13.19817196,77.70844702000001,Devanahalli Airport / Cell-6bffff,Devanahalli Airport,5,1.6666666666666667,5,4,9.260419087897427,1772,NOT_HOTSPOT,0.0,0.004246284501061572,0.2,0.24215754321298877,0.007407407407407408,0.02,0.0,0.0721029920326725,0.0007595360105922,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,NO PARKING,-0.428225290715356,0.004,LL
8960169046fffff,13.196873072,77.70583474,Devanahalli Airport / Cell-6fffff,Devanahalli Airport,25,4.166666666666667,25,9,11.471365226221991,1443,EMERGING,0.3,0.020169851380042465,0.20800000000000002,0.242842719572819,0.014462081128747797,0.05333333333333334,0.12,0.0721541414740114,0.0018988400264806,99.04607820366608,0.0,0.12,Distributed throughout the day,collector,3.0,CAR,NO PARKING,-0.4475803800908043,0.001,LL
8960169047bffff,13.1968768,77.71035505,Devanahalli Airport / Cell-7bffff,Devanahalli Airport,2,1.0,2,2,8.94961144334719,1815,NOT_HOTSPOT,0.0,0.0,0.2,0.24176628645307366,0.0031746031746031746,0.006666666666666667,0.0,0.072073784129623,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,NO PARKING,-0.4217683292898339,0.004,LL
8960169050bffff,13.184316479310343,77.6906729862069,Chikkajala / Cell-0bffff,Chikkajala,29,29.0,22,7,16.95619677769936,716,CONFIRMED_HIGH,1.0,0.17834394904458598,0.21034482758620693,0.25882078927874297,0.18095238095238095,0.04,0.0,0.073346928305324,0.0132159265843052,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,WRONG PARKING,1.5551685239774349,0.005,HH
8960169050fffff,13.183999955172414,77.68794214137931,Chikkajala / Cell-0fffff,Chikkajala,29,14.5,29,7,13.018470387569755,1224,CONFIRMED,0.7,0.08598726114649681,0.20689655172413782,0.24987622455456218,0.08888888888888889,0.04,0.0,0.072679203153839,0.0066079632921526,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,WRONG PARKING,2.02778514550592,0.001,HH
8960169052bffff,13.183517774375,77.68287659687499,Chikkajala / Cell-2bffff,Chikkajala,160,53.333333333333336,153,34,25.87840923767562,143,CONFIRMED_HIGH,1.0,0.33333333333333337,0.21624999999999997,0.2744164936298128,0.33544973544973544,0.22,0.05,0.0745111709902901,0.0243051523389521,99.04607820366608,0.0,0.05,Distributed throughout the day,collector,2.0,CAR,WRONG PARKING,1.5817819319524855,0.003,HH
8960169052fffff,13.18375014028918,77.67972563995335,Chikkajala / Cell-2fffff,Chikkajala,1072,35.733333333333334,1004,134,28.804349615943863,82,CONFIRMED_HIGH,1.0,0.22123142250530786,0.27845149253731344,0.24967845931879992,0.14807760141093476,0.8866666666666667,0.1623134328358209,0.0726644396828284,0.0082389126527546,50.11111111111112,4.0,0.1623134328358209,Distributed throughout the day,collector,3.0,CAR,NO PARKING,1.4044041447839506,0.008,HH
89601690557ffff,13.1845569,77.69430990000001,Chikkajala / Cell-57ffff,Chikkajala,4,4.0,4,2,12.24827707868051,1326,NOT_HOTSPOT,0.0,0.01910828025477707,0.2,0.2435285036155542,0.022222222222222223,0.006666666666666667,0.25,0.0722053362797892,0.0018228864254214,99.04607820366608,0.0,0.25,Distributed throughout the day,collector,2.0,CAR,WRONG PARKING,0.672093215933927,0.05,LH
89601690573ffff,13.184133977142858,77.68904630571429,Chikkajala / Cell-73ffff,Chikkajala,35,35.0,34,9,18.59656204829659,546,CONFIRMED,0.7,0.21656050955414013,0.2,0.25150841785310657,0.10793650793650794,0.05333333333333334,0.2,0.0728010488278467,0.0159502562224373,99.04607820366608,0.0,0.2,Distributed throughout the day,collector,4.0,CAR,WRONG PARKING,1.830723472121401,0.001,HH
89601690577ffff,13.184080148360655,77.68632500983607,Chikkajala / Cell-77ffff,Chikkajala,122,40.66666666666666,121,24,21.6488001762659,320,CONFIRMED_HIGH,1.0,0.2526539278131634,0.2081967213114754,0.26589920586443105,0.255026455026455,0.15333333333333332,0.0491803278688524,0.0738753427036429,0.018532678658451,99.04607820366608,0.0,0.0491803278688524,Distributed throughout the day,collector,2.0,CAR,WRONG PARKING,1.975358364200112,0.001,HH
896016905cfffff,13.1820686,77.6958299,Chikkajala / Cell-cfffff,Chikkajala,5,5.0,5,1,19.62605569446982,450,EMERGING,0.4,0.025477707006369428,0.2,0.7280270795369577,0.02857142857142857,0.0,0.0,0.1083738805273144,0.0022786080317767,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,CAR,WRONG PARKING,1.1664029184818427,0.022,LH
89601690c23ffff,13.188235842857145,77.64398795714285,Chikkajala / Cell-23ffff,Chikkajala,7,3.5,7,3,12.538970082505887,1288,NOT_HOTSPOT,0.0,0.01592356687898089,0.2,0.24323452171704432,0.01904761904761905,0.013333333333333334,0.2857142857142857,0.0721833900908164,0.0015950256222437,99.04607820366608,0.0,0.2857142857142857,Distributed throughout the day,collector,2.0,CAR,NO PARKING,0.0034597423786237,0.375,LH
89601690c27ffff,13.1864962,77.6424287,Chikkajala / Cell-27ffff,Chikkajala,4,4.0,4,1,9.681610412013844,1708,NOT_HOTSPOT,0.0,0.01910828025477707,0.2,0.2435285036155542,0.022222222222222223,0.0,0.0,0.0722053362797892,0.0018228864254214,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,NO PARKING,-0.0013860648921886,0.38,LL
89601690c2bffff,13.191120355076922,77.64608101507693,Chikkajala / Cell-2bffff,Chikkajala,650,27.08333333333333,606,89,23.7282394779126,222,EMERGING,0.3,0.16613588110403393,0.2356923076923077,0.24919552096898598,0.11146384479717812,0.5866666666666667,0.2338461538461538,0.0726283876117963,0.008536012097844,68.5,2.0,0.2338461538461538,Distributed throughout the day,collector,3.0,CAR,NO PARKING,-0.2252056461378441,0.255,HL
89601690c73ffff,13.19323805,77.65012205,Chikkajala / Cell-73ffff,Chikkajala,2,2.0,2,2,0.31030964493382795,2417,NOT_HOTSPOT,0.0,0.006369426751592357,0.0,0.0002521115056136492,0.005291005291005291,0.006666666666666667,0.0,0.0540443892931585,0.0009114432127107,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,3.0,MOTOR CYCLE,NO PARKING,-0.0111741280627543,0.391,LL
89601690c77ffff,13.191931519803925,77.64703370784314,Chikkajala / Cell-77ffff,Chikkajala,102,14.571428571428571,98,20,15.862965947259012,832,EMERGING,0.3,0.08644222020018198,0.3098039215686274,0.24847287305309929,0.058503401360544216,0.12666666666666668,0.0392156862745098,0.0725744408626827,0.0066405148354637,99.04607820366608,0.0,0.0392156862745098,Distributed throughout the day,collector,3.0,CAR,PARKING IN A MAIN ROAD | NO PARKING,-0.1330175063701389,0.428,HL
89601690d53ffff,13.1868307,77.6395723,Chikkajala / Cell-53ffff,Chikkajala,4,4.0,3,1,9.681610412013844,1708,NOT_HOTSPOT,0.0,0.01910828025477707,0.2,0.2435285036155542,0.022222222222222223,0.0,0.0,0.0722053362797892,0.0018228864254214,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,NO PARKING,-0.0013860648921886,0.381,LL
89601690d5bffff,13.1887595,77.6394921,Chikkajala / Cell-5bffff,Chikkajala,1,1.0,1,1,8.882944776680523,1831,NOT_HOTSPOT,0.0,0.0,0.2,0.24176628645307366,0.0031746031746031746,0.0,0.0,0.072073784129623,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,NO PARKING,0.0276897022448719,0.347,LH
89601690d8bffff,13.175514922222224,77.63548588333333,Chikkajala / Cell-8bffff,Chikkajala,18,6.0,18,3,11.789913517091598,1398,EMERGING,0.3,0.03184713375796178,0.18888888888888888,0.24460739357776262,0.03492063492063492,0.013333333333333334,0.1666666666666666,0.0722858770311467,0.0027343296381321,99.04607820366608,0.0,0.1666666666666666,Distributed throughout the day,collector,2.0,CAR,NO PARKING,-0.1402296635432423,0.413,LL
89601690dcbffff,13.1842323,77.6421387,Chikkajala / Cell-cbffff,Chikkajala,1,1.0,1,1,18.537645151982034,549,NOT_HOTSPOT,0.0,0.0,0.2,0.7245013052181493,0.0031746031746031746,0.0,0.0,0.1081106761944346,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,CAR,NO PARKING | PARKING IN A MAIN ROAD,0.0276897022448719,0.347,LH
89601690e83ffff,13.201357083333331,77.6620922,Devanahalli Airport / Cell-83ffff,Devanahalli Airport,6,3.0,6,3,6.722103634163745,2131,NOT_HOTSPOT,0.0,0.012738853503184714,0.3,0.001610186257777737,0.015873015873015872,0.013333333333333334,0.0,0.054145771607176,0.001367164819066,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,2.0,CAR,WRONG PARKING,-0.3610813665177825,0.033,LL
8960169102bffff,13.2580613,77.71752395,Devanahalli Airport / Cell-2bffff,Devanahalli Airport,4,4.0,4,1,14.8454491385507,953,NOT_HOTSPOT,0.0,0.01910828025477707,0.2,0.001720439942396988,0.022222222222222223,0.0,1.0,0.0541540022098419,0.0018228864254214,99.04607820366608,0.0,1.0,Heavy peak-hour concentration (>60%),arterial,2.0,CAR,WRONG PARKING,-0.3876300031309965,0.019,LL
8960169106fffff,13.2645843,77.7187993,Devanahalli Airport / Cell-6fffff,Devanahalli Airport,1,1.0,1,1,14.8917483324706,929,NOT_HOTSPOT,0.0,0.0,0.5,0.24220646424257758,0.0031746031746031746,0.0,0.0,0.0721066440607924,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,LGV,PARKING IN A MAIN ROAD | WRONG PARKING,-0.3585684416805936,0.034,LL
89601691157ffff,13.250599,77.7072458,Devanahalli Airport / Cell-57ffff,Devanahalli Airport,3,3.0,3,1,9.415379605707479,1750,NOT_HOTSPOT,0.0,0.012738853503184714,0.2,0.24294065150163105,0.015873015873015872,0.0,0.0,0.072161452239154,0.001367164819066,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,PARKING IN A MAIN ROAD | NO PARKING,-0.3779421099411157,0.021,LL
8960169115bffff,13.2572824,77.71231025,Devanahalli Airport / Cell-5bffff,Devanahalli Airport,4,1.3333333333333333,4,4,18.189298027084728,629,NOT_HOTSPOT,0.0,0.002123142250530785,0.65,0.242842719572819,0.005291005291005291,0.02,0.0,0.0721541414740114,0.0006076288084738,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,HGV,H T V PROHIBITED | AGAINST ONE WAY/NO ENTRY | PARKING IN A MAIN ROAD | WRONG PARKING,-0.3617972081681452,0.033,LL
8960169118fffff,13.2424368,77.7068652,Devanahalli Airport / Cell-8fffff,Devanahalli Airport,1,1.0,1,1,20.542046093906915,394,NOT_HOTSPOT,0.0,0.0,0.3,0.7247213523143934,0.0031746031746031746,0.0,0.0,0.1081271030396981,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,VAN,NO PARKING,-0.3780164788973635,0.021,LL
8960169119bffff,13.2421766,77.7128104,Devanahalli Airport / Cell-9bffff,Devanahalli Airport,1,1.0,1,1,18.88294477668052,505,NOT_HOTSPOT,0.0,0.0,0.2,0.24176628645307366,0.0031746031746031746,0.0,1.0,0.072073784129623,0.0004557216063553,99.04607820366608,0.0,1.0,Heavy peak-hour concentration (>60%),collector,2.0,CAR,NO PARKING,-0.3585684416805936,0.034,LL
896016911bbffff,13.2421686,77.70413555,Devanahalli Airport / Cell-bbffff,Devanahalli Airport,2,1.0,2,2,14.951078354337938,921,NOT_HOTSPOT,0.0,0.0,0.25,0.24183963200261108,0.0031746031746031746,0.006666666666666667,0.5,0.0720792594847337,0.0004557216063553,99.04607820366608,0.0,0.5,Moderate peak-hour concentration (40-60%),collector,2.0,LGV,NO PARKING,-0.3780164788973635,0.021,LL
896016911d3ffff,13.244224228571428,77.7147151,Devanahalli Airport / Cell-d3ffff,Devanahalli Airport,14,4.666666666666667,14,4,7.076652576200258,2079,EMERGING,0.3,0.023354564755838643,0.18571428571428578,0.0019410101668018548,0.026455026455026457,0.02,0.2142857142857142,0.054170468107406,0.0021267008296583,99.04607820366608,0.0,0.2142857142857142,Distributed throughout the day,arterial,2.0,CAR,WRONG PARKING,-0.3940890400654321,0.016,LL
896016911d7ffff,13.244933555072464,77.71296795652174,Devanahalli Airport / Cell-d7ffff,Devanahalli Airport,69,5.307692307692308,68,26,10.559445520970495,1576,EMERGING,0.3,0.027437530622244,0.13913043478260873,0.0019410101668018548,0.03052503052503053,0.16666666666666666,0.4927536231884058,0.054170468107406,0.0024188300645014,99.04607820366608,0.0,0.4927536231884058,Moderate peak-hour concentration (40-60%),arterial,2.0,CAR,NO PARKING,-0.4003000089476164,0.014,LL
896016911dbffff,13.248486729411765,77.71559784117646,Devanahalli Airport / Cell-dbffff,Devanahalli Airport,17,2.125,16,10,4.832927178344174,2319,NOT_HOTSPOT,0.0,0.007165605095541401,0.2,1.0781119210507563e-05,0.0035714285714285713,0.06,0.0,0.0540263736184121,0.0001075508767409,11.0,0.0,0.0,Distributed throughout the day,arterial,4.0,CAR,WRONG PARKING,-0.36946580487402,0.028,LL
896016913d3ffff,13.266818,77.7192361,Devanahalli Airport / Cell-d3ffff,Devanahalli Airport,1,1.0,1,1,20.900556905986896,362,NOT_HOTSPOT,0.0,0.0,0.8,0.24264689291839223,0.0031746031746031746,0.0,0.0,0.0721395227210006,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,HGV,PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING,-0.3585684416805936,0.035,LL
89601692203ffff,13.174255,77.7282783,Chikkajala / Cell-03ffff,Chikkajala,1,1.0,1,1,20.900556905986896,362,NOT_HOTSPOT,0.0,0.0,0.8,0.24264689291839223,0.0031746031746031746,0.0,0.0,0.0721395227210006,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,FACTORY BUS,WRONG PARKING,-0.4081547032380949,0.01,LL
89601692a4bffff,13.1830412,77.676217,Chikkajala / Cell-4bffff,Chikkajala,2,2.0,2,1,9.149157729976036,1787,EMERGING,0.4,0.006369426751592357,0.2,0.24235324591645413,0.009523809523809525,0.0,0.0,0.0721176015325584,0.0009114432127107,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,WRONG PARKING,1.3442714754335634,0.011,LH
89601692a5bffff,13.1829812,77.6767339,Chikkajala / Cell-5bffff,Chikkajala,1,1.0,1,1,8.882944776680523,1831,EMERGING,0.4,0.0,0.2,0.24176628645307366,0.0031746031746031746,0.0,0.0,0.072073784129623,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,NO PARKING | PARKING IN A MAIN ROAD,1.3539832513363708,0.011,LH
89601692b07ffff,13.1628009,77.6448425,Chikkajala / Cell-07ffff,Chikkajala,1,1.0,1,1,18.88294477668052,505,NOT_HOTSPOT,0.0,0.0,0.2,0.24176628645307366,0.0031746031746031746,0.0,1.0,0.072073784129623,0.0004557216063553,99.04607820366608,0.0,1.0,Heavy peak-hour concentration (>60%),collector,2.0,CAR,WRONG PARKING,-0.3356876121803692,0.061,LL
896016944c7ffff,13.1341042,77.5700802,No Police Station / Cell-c7ffff,No Police Station,1,1.0,1,1,18.537645151982034,549,NOT_HOTSPOT,0.0,0.0,0.2,0.7245013052181493,0.0031746031746031746,0.0,0.0,0.1081106761944346,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,local,2.0,CAR,NO PARKING,-0.3846549916011647,0.02,LL
89601696003ffff,13.099114368181818,77.57616751818182,Yelahanka / Cell-03ffff,Yelahanka,22,11.0,21,13,13.686958437740687,1131,EMERGING,0.3,0.06369426751592357,0.13181818181818183,0.24654826931031168,0.06666666666666667,0.08,0.2727272727272727,0.0724307663111165,0.0050129376699088,99.04607820366608,0.0,0.2727272727272727,Distributed throughout the day,collector,2.0,CAR,NO PARKING,0.1431887672309765,0.231,HH
89601696007ffff,13.0984936,77.57347417,Yelahanka / Cell-07ffff,Yelahanka,20,10.0,20,7,17.46147042096543,676,NOT_HOTSPOT,0.0,0.05732484076433121,0.13999999999999999,0.2461793748547622,0.06031746031746032,0.04,0.7,0.0724032277875763,0.0045572160635535,99.04607820366608,0.0,0.7,Heavy peak-hour concentration (>60%),collector,2.0,CAR,NO PARKING,0.2452533972910037,0.166,HH
8960169600fffff,13.0987592,77.57348155,Yelahanka / Cell-0fffff,Yelahanka,2,2.0,2,2,17.209953687212803,689,NOT_HOTSPOT,0.0,0.006369426751592357,0.1,0.2420597104449591,0.009523809523809525,0.006666666666666667,1.0,0.0720956886700308,0.0009114432127107,99.04607820366608,0.0,1.0,Heavy peak-hour concentration (>60%),collector,2.0,CAR,NO PARKING,0.3227946781264735,0.131,LH
89601696013ffff,13.096830979999998,77.57834652,Yelahanka / Cell-13ffff,Yelahanka,5,2.5,5,3,11.809727945323322,1395,NOT_HOTSPOT,0.0,0.009554140127388535,0.12000000000000002,0.24235324591645413,0.012698412698412698,0.013333333333333334,0.4,0.0721176015325584,0.0011393040158883,99.04607820366608,0.0,0.4,Distributed throughout the day,collector,2.0,CAR,NO PARKING,0.4005991378801941,0.109,LH
8960169601bffff,13.099163084415585,77.57749624415584,Yelahanka / Cell-1bffff,Yelahanka,77,38.5,70,18,20.72439855451981,384,EMERGING,0.3,0.23885350318471338,0.14805194805194805,0.26107296216501213,0.24126984126984127,0.11333333333333333,0.1818181818181818,0.0735150563839983,0.017545281844681,99.04607820366608,2.0,0.1818181818181818,Distributed throughout the day,collector,2.0,CAR,NO PARKING,0.0517576376966471,0.321,HH
89601696023ffff,13.09792365,77.56708881538461,Yelahanka / Cell-23ffff,Yelahanka,26,13.0,26,13,11.06746725013332,1503,NOT_HOTSPOT,0.0,0.07643312101910828,0.09230769230769234,0.24676969017050943,0.07936507936507936,0.08,0.0384615384615384,0.0724472957099164,0.0059243808826195,99.04607820366608,0.0,0.0384615384615384,Distributed throughout the day,collector,2.0,SCOOTER,NO PARKING,0.1481181553668445,0.225,HH
89601696027ffff,13.097715485714286,77.56373505714285,Yelahanka / Cell-27ffff,Yelahanka,7,7.0,7,3,9.459048803455438,1745,NOT_HOTSPOT,0.0,0.03821656050955414,0.14285714285714285,0.24470554905963873,0.04126984126984127,0.013333333333333334,0.0,0.0722932044848603,0.0031900512444874,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,CAR,NO PARKING,0.191675793787384,0.192,LH
8960169603bffff,13.098139,77.56946184,Yelahanka / Cell-3bffff,Yelahanka,5,2.5,5,4,9.883736135690269,1686,NOT_HOTSPOT,0.0,0.009554140127388535,0.22000000000000003,0.2427203221014681,0.012698412698412698,0.02,0.0,0.0721450043194802,0.0011393040158883,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,MOTOR CYCLE,NO PARKING,0.2693276693924105,0.151,LH
8960169604bffff,13.1105218,77.5801105,Yelahanka / Cell-4bffff,Yelahanka,1,1.0,1,1,10.025315491490815,1651,NOT_HOTSPOT,0.0,0.0,0.5,0.0004721237808898745,0.001058201058201058,0.0,0.0,0.0540608135389846,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,arterial,3.0,LGV,WRONG PARKING,-0.0200042937867301,0.405,LL
8960169605bffff,13.1061292,77.5817003,Yelahanka / Cell-5bffff,Yelahanka,2,1.0,2,2,8.94961144334719,1815,NOT_HOTSPOT,0.0,0.0,0.2,0.24176628645307366,0.0031746031746031746,0.006666666666666667,0.0,0.072073784129623,0.0004557216063553,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,SCHOOL VEHICLE,NO PARKING,0.1987861249019305,0.191,LH
8960169608bffff,13.094287108333331,77.581118575,Yelahanka / Cell-8bffff,Yelahanka,12,12.0,12,2,8.4860586493769,1932,EMERGING,0.3,0.07006369426751592,0.03333333333333335,0.24529474320587874,0.07301587301587302,0.006666666666666667,0.0,0.0723371887102177,0.0054686592762642,99.04607820366608,0.0,0.0,Distributed throughout the day,collector,2.0,SCOOTER,WRONG PARKING,0.4673481543413569,0.095,HH
